   75.222   149.429 0.0119998
  75.4882   149.956 0.0120843
  75.7544   150.483 0.0121691
  76.0207    151.01 0.0122541
  76.2869   151.537 0.0123395
  76.5532   152.064 0.0124252
  76.8194   152.591 0.0125111
  77.0857   153.118 0.0125974
   77.352   153.645 0.0126839
  77.6183   154.172 0.0127708
  77.8846   154.699 0.0128579
  78.1509   155.226 0.0129454
  78.4173   155.753 0.0130331
  78.6836    156.28 0.0131211
    78.95   156.807 0.0132095
  79.2164   157.334 0.0132981
 79.4828  157.862 0.013387
  79.7492   158.389 0.0134763
  80.0156   158.916 0.0135658
   80.282   159.443 0.0136556
  80.5484    159.97 0.0137457
  80.8149   160.497 0.0138361
  81.0813   161.024 0.0139269
  81.3478   161.551 0.0140179
  81.6143   162.078 0.0141092
  81.8808   162.605 0.0142008
  82.1473   163.132 0.0142927
  82.4138   163.659 0.0143849
  82.6804   164.187 0.0144774
  82.9469   164.714 0.0145702
  83.2135   165.241 0.0146633
  83.4801   165.768 0.0147567
  83.7467   166.295 0.0148503
  84.0133   166.822 0.0149443
  84.2799   167.349 0.0150386
  84.5465   167.876 0.0151332
  84.8131   168.404 0.0152281
  85.0798   168.931 0.0153232
  85.3465   169.458 0.0154187
  85.6131   169.985 0.0155145
  85.8798   170.512 0.0156105
  86.1465   171.039 0.0157069
  86.4133   171.567 0.0158036
    86.68   172.094 0.0159005
  86.9467   172.621 0.0159978
  87.2135   173.148 0.0160953
  87.4803   173.675 0.0161932
   87.747   174.202 0.0162913
  88.0138    174.73 0.0163898
  88.2806   175.257 0.0164885
  88.5475   175.784 0.0165876
  88.8143   176.311 0.0166869
  89.0811   176.838 0.0167866
   89.348   177.366 0.0168865
  89.6149   177.893 0.0169867
  89.8818    178.42 0.0170872
  90.1487   178.947 0.0171881
  90.4156   179.475 0.0172892
  90.6825   180.002 0.0173906
  90.9495   180.529 0.0174923
  91.2164   181.056 0.0175944
  91.4834   181.583 0.0176967
  91.7504   182.111 0.0177993
  92.0174   182.638 0.0179022
  92.2844   183.165 0.0180054
  92.5514   183.692 0.0181089
  92.8184    184.22 0.0182127
  93.0855   184.747 0.0183168
  93.3526   185.274 0.0184212
  93.6196   185.802 0.0185259
  93.8867   186.329 0.0186309
  94.1538   186.856 0.0187362
   94.421   187.383 0.0188418
  94.6881   187.911 0.0189477
  94.9552   188.438 0.0190539
  95.2224   188.965 0.0191604
  95.4896   189.493 0.0192671
  95.7568    190.02 0.0193742
   96.024   190.547 0.0194816
  96.2912   191.074 0.0195893
  96.5584   191.602 0.0196973
  96.8257   192.129 0.0198055
  97.0929   192.656 0.0199141
 97.3602  193.184 0.020023
  97.6275   193.711 0.0201321
  97.8948   194.238 0.0202416
  98.1621   194.766 0.0203514
  98.4294   195.293 0.0204614
  98.6968    195.82 0.0205718
  98.9641   196.348 0.0206824
  99.2315   196.875 0.0207934
  99.4989   197.402 0.0209046
  99.7663    197.93 0.0210162
 100.034  198.457 0.021128
  100.301   198.985 0.0212402
  100.569   199.512 0.0213526
  100.836   200.039 0.0214654
  101.104   200.567 0.0215784
  101.371   201.094 0.0216917
  101.639   201.621 0.0218054
  101.906   202.149 0.0219193
  102.174   202.676 0.0220335
  102.441   203.204 0.0221481
  102.709   203.731 0.0222629
 102.976  204.258 0.022378
  103.244   204.786 0.0224934
  103.511   205.313 0.0226092
  103.779   205.841 0.0227252
  104.047   206.368 0.0228415
  104.314   206.895 0.0229581
 104.582  207.423 0.023075
   104.85    207.95 0.0231922
  105.117   208.478 0.0233098
  105.385   209.005 0.0234276
  105.653   209.532 0.0235457
  105.921    210.06 0.0236641
  106.188   210.587 0.0237828
  106.456   211.115 0.0239018
  106.724   211.642 0.0240211
  106.992    212.17 0.0241407
  107.259   212.697 0.0242606
  107.527   213.224 0.0243808
  107.795   213.752 0.0245013
  108.063   214.279 0.0246221
  108.331   214.807 0.0247432
  108.599   215.334 0.0248645
  108.867   215.862 0.0249862
  109.135   216.389 0.0251082
  109.403   216.917 0.0252305
   109.67   217.444 0.0253531
 109.938  217.972 0.025476
  110.206   218.499 0.0255991
  110.474   219.027 0.0257226
  110.742   219.554 0.0258464
   111.01   220.082 0.0259705
  111.279   220.609 0.0260948
  111.547   221.136 0.0262195
  111.815   221.664 0.0263445
  112.083   222.191 0.0264698
  112.351   222.719 0.0265953
  112.619   223.246 0.0267212
  112.887   223.774 0.0268474
  113.155   224.301 0.0269738
  113.423   224.829 0.0271006
  113.692   225.356 0.0272276
  113.96  225.884 0.027355
  114.228   226.412 0.0274826
  114.496   226.939 0.0276106
  114.764   227.467 0.0277389
  115.033   227.994 0.0278674
  115.301   228.522 0.0279963
  115.569   229.049 0.0281254
  115.838   229.577 0.0282549
  116.106   230.104 0.0283846
  116.374   230.632 0.0285147
 116.643  231.159 0.028645
  116.911   231.687 0.0287756
  117.179   232.214 0.0289066
  117.448   232.742 0.0290378
  117.716   233.269 0.0291694
  117.985   233.797 0.0293012
  118.253   234.325 0.0294333
  118.522   234.852 0.0295658
   118.79    235.38 0.0296985
  119.059   235.907 0.0298315
  119.327   236.435 0.0299649
  119.596   236.962 0.0300985
  119.864    237.49 0.0302324
  120.133   238.017 0.0303666
  120.401   238.545 0.0305012
  120.67  239.073 0.030636
  120.939     239.6 0.0307711
  121.207   240.128 0.0309065
  121.476   240.655 0.0310423
  121.745   241.183 0.0311783
  122.013   241.711 0.0313146
  122.282   242.238 0.0314512
  122.551   242.766 0.0315881
  122.819   243.293 0.0317254
  123.088   243.821 0.0318629
  123.357   244.348 0.0320007
  123.626   244.876 0.0321388
  123.895   245.404 0.0322772
  124.163   245.931 0.0324159
  124.432   246.459 0.0325549
  124.701   246.986 0.0326942
   124.97   247.514 0.0328338
  125.239   248.042 0.0329738
 125.508  248.569 0.033114
  125.777   249.097 0.0332545
  126.046   249.625 0.0333953
  126.315   250.152 0.0335364
  126.583    250.68 0.0336778
  126.852   251.207 0.0338195
  127.121   251.735 0.0339615
   127.39   252.263 0.0341038
   127.66    252.79 0.0342464
  127.929   253.318 0.0343893
  128.198   253.846 0.0345325
 128.467  254.373 0.034676
  128.736   254.901 0.0348198
  129.005   255.428 0.0349638
  129.274   255.956 0.0351082
  129.543   256.484 0.0352529
  129.812   257.011 0.0353979
  130.082   257.539 0.0355432
  130.351   258.067 0.0356888
   130.62   258.594 0.0358347
  130.889   259.122 0.0359809
  131.159    259.65 0.0361274
  131.428   260.177 0.0362742
  131.697   260.705 0.0364212
  131.967   261.233 0.0365686
  132.236    261.76 0.0367163
  132.505   262.288 0.0368643
  132.775   262.816 0.0370126
  133.044   263.343 0.0371612
133.313 263.871 0.03731
  133.583   264.399 0.0374592
  133.852   264.926 0.0376087
  134.122   265.454 0.0377585
  134.391   265.982 0.0379086
  134.661   266.509 0.0380589
   134.93   267.037 0.0382096
    135.2   267.565 0.0383606
  135.469   268.092 0.0385119
  135.739    268.62 0.0386634
  136.008   269.148 0.0388153
  136.278   269.675 0.0389675
136.548 270.203 0.03912
  136.817   270.731 0.0392727
  137.087   271.258 0.0394258
  137.357   271.786 0.0395792
  137.626   272.314 0.0397329
  137.896   272.841 0.0398868
  138.166   273.369 0.0400411
  138.435   273.897 0.0401957
  138.705   274.425 0.0403506
  138.975   274.952 0.0405057
  139.245    275.48 0.0406612
 139.515  276.008 0.040817
 139.785  276.535 0.040973
  140.054   277.063 0.0411294
  140.324   277.591 0.0412861
 140.594  278.118 0.041443
  140.864   278.646 0.0416003
  141.134   279.174 0.0417579
  141.404   279.702 0.0419157
  141.674   280.229 0.0420739
  141.944   280.757 0.0422324
  142.214   281.285 0.0423911
  142.484   281.812 0.0425502
  142.754    282.34 0.0427096
  143.024   282.868 0.0428692
  143.294   283.396 0.0430292
  143.564   283.923 0.0431895
143.834 284.451 0.04335
  144.104   284.979 0.0435109
 144.375  285.506 0.043672
  144.645   286.034 0.0438335
  144.915   286.562 0.0439953
  145.185    287.09 0.0441573
  145.455   287.617 0.0443197
  145.726   288.145 0.0444824
  145.996   288.673 0.0446453
  146.266     289.2 0.0448086
  146.537   289.728 0.0449722
 146.807  290.256 0.045136
  147.077   290.784 0.0453002
  147.348   291.311 0.0454646
  147.618   291.839 0.0456294
  147.888   292.367 0.0457945
  148.159   292.895 0.0459598
  148.429   293.422 0.0461255
    148.7    293.95 0.0462914
   148.97   294.478 0.0464577
  149.241   295.006 0.0466243
  149.511   295.533 0.0467911
  149.782   296.061 0.0469583
  150.052   296.589 0.0471258
  150.323   297.117 0.0472935
  150.593   297.644 0.0474616
  150.864   298.172 0.0476299
  151.135     298.7 0.0477986
  151.405   299.227 0.0479676
  151.676   299.755 0.0481368
  151.947   300.283 0.0483064
  152.217   300.811 0.0484763
  152.488   301.338 0.0486464
  152.759   301.866 0.0488169
   153.03   302.394 0.0489876
    153.3   302.922 0.0491587
  153.571   303.449 0.0493301
  153.842   303.977 0.0495017
  154.113   304.505 0.0496737
 154.384  305.033 0.049846
  154.655    305.56 0.0500185
  154.926   306.088 0.0501914
  155.197   306.616 0.0503646
 155.468  307.144 0.050538
  155.738   307.671 0.0507118
  156.009   308.199 0.0508858
   156.28   308.727 0.0510602
  156.552   309.255 0.0512349
  156.823   309.782 0.0514098
  157.094    310.31 0.0515851
  157.365   310.838 0.0517607
  157.636   311.366 0.0519365
  157.907   311.893 0.0521127
  158.178   312.421 0.0522892
  158.449   312.949 0.0524659
  158.72  313.477 0.052643
  158.992   314.005 0.0528204
  159.263   314.532 0.0529981
 159.534   315.06 0.053176
  159.805   315.588 0.0533543
  160.077   316.116 0.0535329
  160.348   316.643 0.0537117
  160.619   317.171 0.0538909
  160.891   317.699 0.0540704
  161.162   318.227 0.0542502
  161.434   318.754 0.0544302
  161.705   319.282 0.0546106
  161.976    319.81 0.0547913
  162.248   320.338 0.0549723
  162.519   320.865 0.0551535
  162.791   321.393 0.0553351
 163.062  321.921 0.055517
  163.334   322.449 0.0556992
  163.605   322.976 0.0558816
  163.877   323.504 0.0560644
  164.149   324.032 0.0562475
   164.42    324.56 0.0564309
  164.692   325.087 0.0566146
  164.964   325.615 0.0567985
  165.235   326.143 0.0569828
  165.507   326.671 0.0571674
  165.779   327.198 0.0573523
   166.05   327.726 0.0575375
 166.322  328.254 0.057723
  166.594   328.782 0.0579087
  166.866    329.31 0.0580948
  167.138   329.837 0.0582812
  167.409   330.365 0.0584679
  167.681   330.893 0.0586549
  167.953   331.421 0.0588422
  168.225   331.948 0.0590298
  168.497   332.476 0.0592177
  168.769   333.004 0.0594059
  169.041   333.532 0.0595943
  169.313   334.059 0.0597831
  169.585   334.587 0.0599722
  169.857   335.115 0.0601616
  170.129   335.643 0.0603513
  170.401    336.17 0.0605413
  170.673   336.698 0.0607316
  170.945   337.226 0.0609222
  171.218   337.754 0.0611131
   171.49   338.281 0.0613043
  171.762   338.809 0.0614958
  172.034   339.337 0.0616876
  172.306   339.865 0.0618797
  172.579   340.392 0.0620721
  172.851    340.92 0.0622648
  173.123   341.448 0.0624578
  173.396   341.976 0.0626512
  173.668   342.503 0.0628448
   173.94   343.031 0.0630387
  174.213   343.559 0.0632329
  174.485   344.087 0.0634274
  174.758   344.614 0.0636222
   175.03   345.142 0.0638173
  175.303    345.67 0.0640127
  175.575   346.198 0.0642085
  175.848   346.725 0.0644045
   176.12   347.253 0.0646008
  176.393   347.781 0.0647974
  176.665   348.309 0.0649943
  176.938   348.836 0.0651916
   177.21   349.364 0.0653891
  177.483   349.892 0.0655869
 177.756   350.42 0.065785
  178.029   350.947 0.0659835
  178.301   351.475 0.0661822
  178.574   352.003 0.0663812
  178.847   352.531 0.0665806
   179.12   353.058 0.0667802
  179.392   353.586 0.0669801
  179.665   354.114 0.0671804
  179.938   354.642 0.0673809
  180.211   355.169 0.0675817
  180.484   355.697 0.0677829
  180.757   356.225 0.0679843
  181.03  356.752 0.068186
  181.303    357.28 0.0683881
  181.576   357.808 0.0685904
  181.849   358.336 0.0687931
 182.122  358.863 0.068996
  182.395   359.391 0.0691993
  182.668   359.919 0.0694028
  182.941   360.447 0.0696067
  183.214   360.974 0.0698108
  183.487   361.502 0.0700153
 183.76  362.03 0.07022
  184.034   362.557 0.0704251
  184.307   363.085 0.0706305
   184.58   363.613 0.0708361
  184.853   364.141 0.0710421
  185.127   364.668 0.0712484
    185.4   365.196 0.0714549
  185.673   365.724 0.0716618
 185.947  366.252 0.071869
   186.22   366.779 0.0720764
  186.493   367.307 0.0722842
  186.767   367.835 0.0724923
   187.04   368.362 0.0727006
  187.314    368.89 0.0729093
  187.587   369.418 0.0731183
  187.861   369.945 0.0733276
  188.134   370.473 0.0735372
  188.408   371.001 0.0737471
  188.681   371.529 0.0739572
  188.955   372.056 0.0741677
  189.229   372.584 0.0743785
  189.502   373.112 0.0745896
 189.776  373.639 0.074801
   190.05   374.167 0.0750127
  190.323   374.695 0.0752247
 190.597  375.222 0.075437
  190.871    375.75 0.0756496
  191.145   376.278 0.0758625
  191.418   376.806 0.0760757
  191.692   377.333 0.0762892
 191.966  377.861 0.076503
   192.24   378.389 0.0767171
  192.514   378.916 0.0769315
  192.788   379.444 0.0771462
  193.062   379.972 0.0773613
  193.336   380.499 0.0775766
   193.61   381.027 0.0777922
  193.884   381.555 0.0780081
  194.158   382.082 0.0782243
  194.432    382.61 0.0784409
  194.706   383.138 0.0786577
   194.98   383.665 0.0788748
  195.254   384.193 0.0790923
195.529 384.721 0.07931
 195.803  385.248 0.079528
  196.077   385.776 0.0797464
 196.351  386.304 0.079965
  196.626   386.831 0.0801839
    196.9   387.359 0.0804032
  197.174   387.887 0.0806227
  197.449   388.414 0.0808426
  197.723   388.942 0.0810627
  197.997    389.47 0.0812832
  198.272   389.997 0.0815039
 198.546  390.525 0.081725
  198.821   391.053 0.0819463
 199.095   391.58 0.082168
 199.37 392.108 0.08239
  199.644   392.635 0.0826122
  199.919   393.163 0.0828348
  200.193   393.691 0.0830577
  200.468   394.218 0.0832808
  200.743   394.746 0.0835043
  201.017   395.274 0.0837281
  201.292   395.801 0.0839522
  201.567   396.329 0.0841766
  201.841   396.856 0.0844012
  202.116   397.384 0.0846262
  202.391   397.912 0.0848515
  202.666   398.439 0.0850771
  202.94  398.967 0.085303
  203.215   399.495 0.0855292
   203.49   400.022 0.0857557
  203.765    400.55 0.0859825
   204.04   401.077 0.0862096
 204.315  401.605 0.086437
   204.59   402.133 0.0866647
  204.865    402.66 0.0868927
  205.14  403.188 0.087121
  205.415   403.715 0.0873496
   205.69   404.243 0.0875786
  205.965   404.771 0.0878078
   206.24   405.298 0.0880373
  206.516   405.826 0.0882671
  206.791   406.353 0.0884973
  207.066   406.881 0.0887277
  207.341   407.409 0.0889584
  207.616   407.936 0.0891895
  207.892   408.464 0.0894208
  208.167   408.991 0.0896524
  208.442   409.519 0.0898844
  208.718   410.046 0.0901166
  208.993   410.574 0.0903492
 209.268  411.102 0.090582
  209.544   411.629 0.0908152
  209.819   412.157 0.0910486
  210.095   412.684 0.0912824
   210.37   413.212 0.0915165
  210.646   413.739 0.0917508
  210.921   414.267 0.0919855
  211.197   414.794 0.0922205
  211.473   415.322 0.0924557
  211.748   415.849 0.0926913
  212.024   416.377 0.0929272
    212.3   416.905 0.0931634
  212.575   417.432 0.0933999
  212.851    417.96 0.0936366
  213.127   418.487 0.0938737
  213.403   419.015 0.0941111
  213.678   419.542 0.0943488
  213.954    420.07 0.0945868
   214.23   420.597 0.0948251
  214.506   421.125 0.0950637
  214.782   421.652 0.0953026
  215.058    422.18 0.0955419
  215.334   422.707 0.0957814
   215.61   423.235 0.0960212
  215.886   423.762 0.0962613
  216.162    424.29 0.0965017
  216.438   424.817 0.0967425
  216.714   425.345 0.0969835
   216.99   425.872 0.0972248
  217.266     426.4 0.0974664
  217.543   426.927 0.0977084
  217.819   427.455 0.0979506
  218.095   427.982 0.0981932
 218.371   428.51 0.098436
  218.648   429.037 0.0986792
  218.924   429.565 0.0989226
    219.2   430.092 0.0991664
  219.477    430.62 0.0994104
  219.753   431.147 0.0996548
  220.029   431.674 0.0998995
 220.306  432.202 0.100144
220.582 432.729 0.10039
 220.859  433.257 0.100635
 221.135  433.784 0.100881
 221.412  434.312 0.101127
 221.688  434.839 0.101374
 221.965  435.367 0.101621
 222.242  435.894 0.101868
 222.518  436.421 0.102115
 222.795  436.949 0.102363
 223.072  437.476 0.102611
 223.348  438.004 0.102859
 223.625  438.531 0.103108
 223.902  439.059 0.103357
 224.179  439.586 0.103606
 224.456  440.113 0.103855
 224.732  440.641 0.104105
 225.009  441.168 0.104355
 225.286  441.696 0.104606
 225.563  442.223 0.104856
  225.84   442.75 0.105108
 226.117  443.278 0.105359
 226.394  443.805 0.105611
 226.671  444.332 0.105862
 226.948   444.86 0.106115
 227.225  445.387 0.106367
227.503 445.915 0.10662
  227.78  446.442 0.106873
 228.057  446.969 0.107127
 228.334  447.497 0.107381
 228.611  448.024 0.107635
 228.889  448.551 0.107889
 229.166  449.079 0.108144
 229.443  449.606 0.108399
 229.721  450.133 0.108654
 229.998  450.661 0.108909
 230.275  451.188 0.109165
 230.553  451.715 0.109422
  230.83  452.243 0.109678
 231.108   452.77 0.109935
 231.385  453.297 0.110192
 231.663  453.825 0.110449
 231.941  454.352 0.110707
 232.218  454.879 0.110965
 232.496  455.407 0.111223
 232.773  455.934 0.111482
 233.051  456.461 0.111741
233.329 456.989   0.112
233.607 457.516 0.11226
233.884 458.043 0.11252
234.162  458.57 0.11278
 234.44 459.098 0.11304
 234.718  459.625 0.113301
 234.996  460.152 0.113562
 235.274   460.68 0.113823
 235.551  461.207 0.114085
 235.829  461.734 0.114347
 236.107  462.261 0.114609
 236.385  462.789 0.114872
 236.664  463.316 0.115135
 236.942  463.843 0.115398
  237.22   464.37 0.115661
 237.498  464.898 0.115925
 237.776  465.425 0.116189
 238.054  465.952 0.116454
 238.332  466.479 0.116718
 238.611  467.006 0.116983
 238.889  467.534 0.117249
 239.167  468.061 0.117514
239.446 468.588 0.11778
 239.724  469.115 0.118047
 240.002  469.643 0.118313
240.281  470.17 0.11858
 240.559  470.697 0.118847
 240.838  471.224 0.119115
 241.116  471.751 0.119382
241.395 472.278 0.11965
 241.673  472.806 0.119919
 241.952  473.333 0.120187
  242.23   473.86 0.120456
 242.509  474.387 0.120726
 242.788  474.914 0.120995
 243.066  475.441 0.121265
 243.345  475.969 0.121535
 243.624  476.496 0.121806
 243.903  477.023 0.122076
