 -0.00292098 -5.39885e-05  -4.0847e-05
 -0.00292128 -5.39918e-05 -4.08486e-05
 -0.00292151 -5.39462e-05 -4.08502e-05
 -0.00292194 -5.40572e-05 -4.08518e-05
 -0.00292187 -5.39665e-05 -4.08534e-05
 -0.00292189 -5.39206e-05 -4.08549e-05
 -0.00292288 -5.40545e-05 -4.08565e-05
 -0.00292244 -5.38288e-05 -4.08581e-05
 -0.00292302  -5.3784e-05 -4.08597e-05
 -0.00292279 -5.42296e-05 -4.08613e-05
 -0.00292346 -5.40061e-05 -4.08629e-05
 -0.00292352 -5.37804e-05 -4.08645e-05
 -0.00292396 -5.40037e-05 -4.08661e-05
 -0.00292396 -5.40025e-05 -4.08677e-05
 -0.00292396 -5.40013e-05 -4.08693e-05
 -0.00292469 -5.35533e-05 -4.08709e-05
 -0.00292491 -5.42234e-05 -4.08725e-05
 -0.00292491 -5.42222e-05 -4.08741e-05
 -0.00292513 -5.37742e-05 -4.08757e-05
  -0.0029255 -5.35221e-05 -0.000934407
 -0.00292563  -5.3785e-05 -4.08788e-05
 -0.00292607 -5.40083e-05 -4.08804e-05
 -0.00292607 -5.40071e-05  -4.0882e-05
 -0.00292607 -5.40059e-05 -4.08836e-05
 -0.00292657 -5.40047e-05 -4.08852e-05
  -0.0029268 -5.35567e-05 -4.08868e-05
 -0.00292702 -5.42268e-05 -4.08884e-05
 -0.00292811 -5.35991e-05 -0.000489901
 -0.00292725  -5.3414e-05 -0.000487654
 -0.00292755 -5.37956e-05 -0.000487654
 -0.00292775 -5.37944e-05 -4.08948e-05
  -0.0029287 -5.40177e-05 -4.08964e-05
  -0.0029282 -5.40165e-05  -4.0898e-05
 -0.00293142 -5.35685e-05 -4.08996e-05
 -0.00292569 -5.40141e-05 -4.09012e-05
 -0.00293092  -5.3104e-05 -0.000487663
 -0.00292589 -5.42494e-05 -0.000487663
 -0.00293002 -5.31279e-05  -4.0906e-05
 -0.00293047 -5.33512e-05 -4.09075e-05
 -0.00292993 -5.55951e-05 -4.09091e-05
 -0.00293101 -5.30828e-05 -0.000489941
 -0.00293043 -5.23655e-05 -0.000934425
 -0.00293047 -5.33656e-05 -4.09139e-05
 -0.00293516 -5.51628e-05 -4.09155e-05
 -0.00292547 -5.33632e-05 -4.09171e-05
  -0.0029307 -5.29152e-05 -4.09187e-05
 -0.00293516 -5.45518e-05 -0.000487675
 -0.00293037  -5.2926e-05 -0.000487676
 -0.00293516   -5.517e-05 -4.09235e-05
 -0.00293157 -5.24762e-05  -0.00026545
 -0.00293069 -5.25899e-05 -0.000265452
 -0.00293505 -5.40522e-05  -0.00093443
 -0.00293069 -5.29392e-05 -4.09299e-05
 -0.00293539 -5.47365e-05 -4.09315e-05
 -0.00293092   -5.249e-05 -4.09331e-05
 -0.00293501 -5.40077e-05 -0.000934433
 -0.00293091 -5.25008e-05 -4.09363e-05
 -0.00293636 -5.42976e-05 -0.000265472
 -0.00294038 -5.43581e-05 -0.000265475
 -0.00293075 -5.12771e-05 -0.000934433
 -0.00293538 -5.47606e-05 -4.09427e-05
 -0.00293561 -5.43127e-05 -4.09443e-05
 -0.00293114 -5.20661e-05 -4.09459e-05
 -0.00294018  -5.3478e-05 -0.000934435
  -0.0029356 -5.43223e-05 -4.09491e-05
 -0.00293222 -5.16283e-05 -0.000265495
  -0.0029406  -5.3009e-05 -0.000712237
 -0.00293538 -5.38912e-05 -0.000487694
 -0.00293561 -5.43367e-05 -4.09555e-05
 -0.00294083 -5.38888e-05 -4.09571e-05
 -0.00293089 -5.07171e-05 -0.000934435
 -0.00294177  -5.3899e-05 -0.000265514
 -0.00293605 -5.29728e-05 -0.000265517
 -0.00294034 -5.29386e-05 -0.000934435
 -0.00293583 -5.39153e-05 -4.09651e-05
 -0.00294195 -5.16804e-05 -4.09667e-05
 -0.00293487 -5.38019e-05 -0.000934436
  -0.0029414 -5.48178e-05 -0.000265534
 -0.00294038 -5.42984e-05 -0.000265537
  -0.0029371 -4.93105e-05 -0.000934434
 -0.00294038  -5.4834e-05 -4.09747e-05
 -0.00294038 -5.48328e-05 -4.09763e-05
 -0.00293816 -4.92798e-05  -0.00115901
 -0.00294037  -5.4843e-05 -4.09795e-05
 -0.00294262 -4.87059e-05  -0.00071228
 -0.00293981 -5.48605e-05 -0.000487707
 -0.00294037 -5.48593e-05 -4.09843e-05
 -0.00293819 -4.92401e-05  -0.00115901
 -0.00294483 -5.71154e-05 -4.09875e-05
 -0.00294262 -4.98095e-05 -0.000265574
 -0.00293977 -5.36838e-05 -0.000934431
 -0.00294262 -5.04186e-05 -4.09923e-05
 -0.00294097 -5.36675e-05  -0.00115902
 -0.00294708 -5.26748e-05 -4.09955e-05
 -0.00294037 -5.30269e-05 -0.000712306
 -0.00294198 -5.04463e-05 -0.000487713
 -0.00294484 -5.71583e-05 -4.10003e-05
 -0.00294325 -4.91605e-05  -0.00115903
 -0.00294036 -5.49225e-05 -4.10035e-05
 -0.00294708 -5.07326e-05 -0.000712318
 -0.00294194 -5.04729e-05 -0.000487716
 -0.00295117 -5.58484e-05 -0.000712327
 -0.00294192 -5.04831e-05 -0.000487719
 -0.00294708  -5.2043e-05 -0.000265626
 -0.00293967 -5.35787e-05 -0.000934421
   -0.002944 -5.04988e-05 -0.000265634
 -0.00295294 -5.13416e-05 -0.000934421
 -0.00294483 -5.65111e-05 -0.000265643
 -0.00294189 -4.90863e-05 -0.000934422
 -0.00295352 -5.27728e-05 -0.000265651
