0.449,0.449,0.449,0.449,0.449,0.449,0.449,0.449,0.449,0.449
0.89353,0.89353,0.89353,0.89353,0.89353,0.89353,0.89353,0.89353,0.89353,0.89353
0,0,0,0,0,0,0,0,0,0
-0.89353,-0.89353,-0.89353,-0.89353,-0.89353,-0.89353,-0.89353,-0.89353,-0.89353,-0.89353
0.449,0.449,0.449,0.449,0.449,0.449,0.449,0.449,0.449,0.449
-1.0787e-06,-3.056e-05,-6.0044e-05,-8.953e-05,-0.00011902,-0.00014851,-0.000178,-0.0002075,-0.000237,-0.0002665
-9.6385e-07,-2.7306e-05,-5.3651e-05,-7.9998e-05,-0.00010635,-0.0001327,-0.00015905,-0.00018541,-0.00021176,-0.00023812
4.8433e-07,1.3721e-05,2.6959e-05,4.0199e-05,5.3439e-05,6.668e-05,7.9922e-05,9.3166e-05,0.00010641,0.00011966
1,1,1,1,1,1,1,1,1,1
